Justin Smith,JR,2019-20,F,Indiana,Big Ten,29,883,114,233,105,198,9,35,68,102,59,97,156,26,28,10,48,62,305,30.4,3.9,8.0,3.6,6.8,0.3,1.2,2.3,3.5,2.0,3.3,5.4,0.9,1.0,0.3,1.7,2.1,10.5
Aljami Durham,JR,2019-20,G,Indiana,Big Ten,29,762,83,193,52,108,31,85,84,104,5,56,61,71,17,9,54,63,281,26.3,2.9,6.7,1.8,3.7,1.1,2.9,2.9,3.6,0.2,1.9,2.1,2.4,0.6,0.3,1.9,2.2,9.7
Devonte Green,SR,2019-20,G,Indiana,Big Ten,26,580,89,245,36,102,53,143,46,63,8,62,70,55,19,5,49,29,277,22.3,3.4,9.4,1.4,3.9,2.0,5.5,1.8,2.4,0.3,2.4,2.7,2.1,0.7,0.2,1.9,1.1,10.7
Rob Phinisee,SO,2019-20,G,Indiana,Big Ten,24,561,58,160,36,97,22,63,34,46,3,56,59,74,25,6,49,52,172,23.4,2.4,6.7,1.5,4.0,0.9,2.6,1.4,1.9,0.1,2.3,2.5,3.1,1.0,0.3,2.0,2.2,7.2
Sam Merrill,SR,2019-20,G,Utah State,MWC,29,1007,166,371,88,180,78,191,136,151,7,112,119,117,24,3,45,69,546,34.7,5.7,12.8,3.0,6.2,2.7,6.6,4.7,5.2,0.2,3.9,4.1,4.0,0.8,0.1,1.6,2.4,18.8
Justin Bean,SO,2019-20,F,Utah State,MWC,31,916,148,280,140,255,8,25,78,96,113,206,319,64,48,24,45,65,382,29.5,4.8,9.0,4.5,8.2,0.3,0.8,2.5,3.1,3.6,6.6,10.3,2.1,1.5,0.8,1.5,2.1,12.3
Brock Miller,SO,2019-20,G,Utah State,MWC,31,830,94,267,37,80,57,187,18,20,18,58,76,31,16,1,33,50,263,26.8,3.0,8.6,1.2,2.6,1.8,6.0,0.6,0.6,0.6,1.9,2.5,1.0,0.5,0.0,1.1,1.6,8.5
Diogo Brito,SR,2019-20,G,Utah State,MWC,31,845,88,229,55,109,33,120,53,63,20,119,139,87,46,8,54,55,262,27.3,2.8,7.4,1.8,3.5,1.1,3.9,1.7,2.0,0.6,3.8,4.5,2.8,1.5,0.3,1.7,1.8,8.5
Neemias Queta,SO,2019-20,C,Utah State,MWC,19,494,91,146,90,145,1,1,59,83,39,111,150,36,5,29,54,42,242,26.0,4.8,7.7,4.7,7.6,0.1,0.1,3.1,4.4,2.1,5.8,7.9,1.9,0.3,1.5,2.8,2.2,12.7
Abel Porter,JR,2019-20,G,Utah State,MWC,31,826,56,147,34,75,22,72,54,71,8,71,79,105,20,2,54,70,188,26.6,1.8,4.7,1.1,2.4,0.7,2.3,1.7,2.3,0.3,2.3,2.5,3.4,0.6,0.1,1.7,2.3,6.1
Skylar Mays,SR,2019-20,G,Louisiana State,SEC,29,992,155,316,112,201,43,115,117,138,15,130,145,94,54,7,66,49,470,34.2,5.3,10.9,3.9,6.9,1.5,4.0,4.0,4.8,0.5,4.5,5.0,3.2,1.9,0.2,2.3,1.7,16.2
Trendon Watford,FR,2019-20,F,Louisiana State,SEC,29,914,148,303,132,241,16,62,82,122,64,143,207,48,25,21,77,61,394,31.5,5.1,10.4,4.6,8.3,0.6,2.1,2.8,4.2,2.2,4.9,7.1,1.7,0.9,0.7,2.7,2.1,13.6
Emmitt Williams,SO,2019-20,F,Louisiana State,SEC,29,822,136,246,130,229,6,17,110,140,71,122,193,32,23,37,56,78,388,28.3,4.7,8.5,4.5,7.9,0.2,0.6,3.8,4.8,2.4,4.2,6.7,1.1,0.8,1.3,1.9,2.7,13.4
Ja'vonte Smart,SO,2019-20,G,Louisiana State,SEC,29,995,132,316,90,184,42,132,54,67,18,77,95,118,31,4,67,48,360,34.3,4.6,10.9,3.1,6.3,1.4,4.6,1.9,2.3,0.6,2.7,3.3,4.1,1.1,0.1,2.3,1.7,12.4
Darius Days,SO,2019-20,F,Louisiana State,SEC,29,716,123,254,84,123,39,131,55,70,78,131,209,25,18,10,30,85,340,24.7,4.2,8.8,2.9,4.2,1.3,4.5,1.9,2.4,2.7,4.5,7.2,0.9,0.6,0.3,1.0,2.9,11.7
Charles Manning Jr.,JR,2019-20,G,Louisiana State,SEC,19,428,60,120,47,88,13,32,17,25,13,47,60,20,10,20,20,33,150,22.5,3.2,6.3,2.5,4.6,0.7,1.7,0.9,1.3,0.7,2.5,3.2,1.1,0.5,1.1,1.1,1.7,7.9
Marlon Taylor,SR,2019-20,G,Louisiana State,SEC,19,430,24,74,15,47,9,27,33,42,29,45,74,13,11,5,16,45,90,22.6,1.3,3.9,0.8,2.5,0.5,1.4,1.7,2.2,1.5,2.4,3.9,0.7,0.6,0.3,0.8,2.4,4.7
Brady Manek,JR,2019-20,F,Oklahoma,Big 12,29,888,154,330,85,153,69,177,54,69,40,142,182,26,13,34,24,46,431,30.6,5.3,11.4,2.9,5.3,2.4,6.1,1.9,2.4,1.4,4.9,6.3,0.9,0.4,1.2,0.8,1.6,14.9
Kristian Doolittle,SR,2019-20,F,Oklahoma,Big 12,27,880,157,355,130,281,27,74,82,102,53,185,238,55,34,11,58,45,423,32.6,5.8,13.1,4.8,10.4,1.0,2.7,3.0,3.8,2.0,6.9,8.8,2.0,1.3,0.4,2.1,1.7,15.7
Austin Reaves,JR,2019-20,G,Oklahoma,Big 12,29,955,121,329,82,179,39,150,121,145,19,131,150,86,28,4,67,55,402,32.9,4.2,11.3,2.8,6.2,1.3,5.2,4.2,5.0,0.7,4.5,5.2,3.0,1.0,0.1,2.3,1.9,13.9
De'Vion Harmon,FR,2019-20,G,Oklahoma,Big 12,29,812,74,198,41,103,33,95,40,57,5,45,50,58,32,3,38,35,221,28.0,2.6,6.8,1.4,3.6,1.1,3.3,1.4,2.0,0.2,1.6,1.7,2.0,1.1,0.1,1.3,1.2,7.6
Jamal Bieniemy,SO,2019-20,G,Oklahoma,Big 12,29,936,60,166,37,79,23,87,19,24,19,101,120,82,33,5,42,51,162,32.3,2.1,5.7,1.3,2.7,0.8,3.0,0.7,0.8,0.7,3.5,4.1,2.8,1.1,0.2,1.4,1.8,5.6
Mason Jones,JR,2019-20,G,Arkansas,SEC,28,948,167,381,113,211,54,170,207,250,21,138,159,96,43,5,90,89,595,33.9,6.0,13.6,4.0,7.5,1.9,6.1,7.4,8.9,0.8,4.9,5.7,3.4,1.5,0.2,3.2,3.2,21.3
Jimmy Whitt,SR,2019-20,G,Arkansas,SEC,29,1070,163,335,163,333,0,2,75,107,37,100,137,57,40,13,39,66,401,36.9,5.6,11.6,5.6,11.5,0.0,0.1,2.6,3.7,1.3,3.4,4.7,2.0,1.4,0.4,1.3,2.3,13.8
Isaiah Joe,SO,2019-20,G,Arkansas,SEC,23,830,118,320,35,80,83,240,69,79,13,82,95,43,36,6,39,37,388,36.1,5.1,13.9,1.5,3.5,3.6,10.4,3.0,3.4,0.6,3.6,4.1,1.9,1.6,0.3,1.7,1.6,16.9
Desi Sills,SO,2019-20,G,Arkansas,SEC,29,914,107,254,67,126,40,128,49,75,17,71,88,33,30,4,40,87,303,31.5,3.7,8.8,2.3,4.3,1.4,4.4,1.7,2.6,0.6,2.4,3.0,1.1,1.0,0.1,1.4,3.0,10.4
Adrio Bailey,SR,2019-20,F,Arkansas,SEC,29,686,76,152,61,116,15,36,32,61,33,98,131,17,38,41,36,98,199,23.7,2.6,5.2,2.1,4.0,0.5,1.2,1.1,2.1,1.1,3.4,4.5,0.6,1.3,1.4,1.2,3.4,6.9
Jalen Harris,JR,2019-20,G,Arkansas,SEC,29,716,37,100,21,44,16,56,36,49,10,57,67,68,27,7,41,75,126,24.7,1.3,3.4,0.7,1.5,0.6,1.9,1.2,1.7,0.3,2.0,2.3,2.3,0.9,0.2,1.4,2.6,4.3
Erik Stevenson,SO,2019-20,G,Wichita State,AAC,29,723,108,289,58,127,50,162,58,75,14,122,136,68,45,9,49,73,324,24.9,3.7,10.0,2.0,4.4,1.7,5.6,2.0,2.6,0.5,4.2,4.7,2.3,1.6,0.3,1.7,2.5,11.2
Jamarius Burton,SO,2019-20,G,Wichita State,AAC,28,754,104,237,86,184,18,53,56,87,39,59,98,94,22,4,63,46,282,26.9,3.7,8.5,3.1,6.6,0.6,1.9,2.0,3.1,1.4,2.1,3.5,3.4,0.8,0.1,2.3,1.6,10.1
Tyson Etienne,FR,2019-20,G,Wichita State,AAC,29,711,83,214,23,63,60,151,56,70,12,48,60,40,35,3,26,55,282,24.5,2.9,7.4,0.8,2.2,2.1,5.2,1.9,2.4,0.4,1.7,2.1,1.4,1.2,0.1,0.9,1.9,9.7
Jaime Echenique,SR,2019-20,C,Wichita State,AAC,25,579,100,209,96,190,4,19,76,97,49,132,181,15,14,40,35,68,280,23.2,4.0,8.4,3.8,7.6,0.2,0.8,3.0,3.9,2.0,5.3,7.2,0.6,0.6,1.6,1.4,2.7,11.2
Dexter Dennis,SO,2019-20,G,Wichita State,AAC,26,668,80,227,32,87,48,140,29,34,39,90,129,29,13,10,27,58,237,25.7,3.1,8.7,1.2,3.3,1.8,5.4,1.1,1.3,1.5,3.5,5.0,1.1,0.5,0.4,1.0,2.2,9.1
Grant Sherfield,FR,2019-20,G,Wichita State,AAC,28,705,69,198,49,126,20,72,66,87,9,72,81,82,25,3,51,39,224,25.2,2.5,7.1,1.8,4.5,0.7,2.6,2.4,3.1,0.3,2.6,2.9,2.9,0.9,0.1,1.8,1.4,8.0
Trey Wade,JR,2019-20,F,Wichita State,AAC,29,672,82,189,61,126,21,63,34,58,59,95,154,40,20,13,29,42,219,23.2,2.8,6.5,2.1,4.3,0.7,2.2,1.2,2.0,2.0,3.3,5.3,1.4,0.7,0.4,1.0,1.4,7.6
Naji Marshall,JR,2019-20,F,Xavier,Big East,28,987,168,380,124,242,44,138,81,117,32,145,177,109,35,12,92,74,461,35.3,6.0,13.6,4.4,8.6,1.6,4.9,2.9,4.2,1.1,5.2,6.3,3.9,1.3,0.4,3.3,2.6,16.5
Tyrique Jones,SR,2019-20,F,Xavier,Big East,29,807,154,280,154,280,0,0,94,157,127,197,324,42,28,32,54,69,402,27.8,5.3,9.7,5.3,9.7,0.0,0.0,3.2,5.4,4.4,6.8,11.2,1.4,1.0,1.1,1.9,2.4,13.9
Paul Scruggs,JR,2019-20,G,Xavier,Big East,28,932,136,294,92,176,44,118,40,54,28,97,125,81,34,12,79,89,356,33.3,4.9,10.5,3.3,6.3,1.6,4.2,1.4,1.9,1.0,3.5,4.5,2.9,1.2,0.4,2.8,3.2,12.7
Jason Carter,JR,2019-20,F,Xavier,Big East,29,836,74,187,57,130,17,57,32,44,50,96,146,43,19,21,47,53,197,28.8,2.6,6.4,2.0,4.5,0.6,2.0,1.1,1.5,1.7,3.3,5.0,1.5,0.7,0.7,1.6,1.8,6.8
Quentin Goodin,SR,2019-20,G,Xavier,Big East,27,720,56,167,33,81,23,86,30,49,7,51,58,89,23,3,53,53,165,26.7,2.1,6.2,1.2,3.0,0.9,3.2,1.1,1.8,0.3,1.9,2.1,3.3,0.9,0.1,2.0,2.0,6.1
Jordan Ford,SR,2019-20,G,Saint Mary's (CA),WCC,31,1168,239,489,162,302,77,187,101,123,19,74,93,73,43,1,46,33,656,37.7,7.7,15.8,5.2,9.7,2.5,6.0,3.3,4.0,0.6,2.4,3.0,2.4,1.4,0.0,1.5,1.1,21.2
Malik Fitts,JR,2019-20,F,Saint Mary's (CA),WCC,31,1055,180,371,122,231,58,140,106,130,30,189,219,41,43,10,59,80,524,34.0,5.8,12.0,3.9,7.5,1.9,4.5,3.4,4.2,1.0,6.1,7.1,1.3,1.4,0.3,1.9,2.6,16.9
Tanner Krebs,SR,2019-20,G,Saint Mary's (CA),WCC,30,913,101,234,48,105,53,129,39,45,27,97,124,24,31,10,30,59,294,30.4,3.4,7.8,1.6,3.5,1.8,4.3,1.3,1.5,0.9,3.2,4.1,0.8,1.0,0.3,1.0,2.0,9.8
Dan Fotu,SO,2019-20,F,Saint Mary's (CA),WCC,31,621,80,123,80,121,0,2,35,53,33,72,105,21,18,8,21,88,195,20.0,2.6,4.0,2.6,3.9,0.0,0.1,1.1,1.7,1.1,2.3,3.4,0.7,0.6,0.3,0.7,2.8,6.3
Tommy Kuhse,JR,2019-20,G,Saint Mary's (CA),WCC,30,764,57,148,43,103,14,45,41,58,15,80,95,114,17,3,47,62,169,25.5,1.9,4.9,1.4,3.4,0.5,1.5,1.4,1.9,0.5,2.7,3.2,3.8,0.6,0.1,1.6,2.1,5.6
Matthias Tass,SO,2019-20,F,Saint Mary's (CA),WCC,14,327,39,73,39,73,0,0,15,20,12,39,51,31,8,18,15,30,93,23.4,2.8,5.2,2.8,5.2,0.0,0.0,1.1,1.4,0.9,2.8,3.6,2.2,0.6,1.3,1.1,2.1,6.6
Kira Lewis Jr.,SO,2019-20,G,Alabama,SEC,29,1088,190,415,137,272,53,143,92,117,24,120,144,150,54,17,101,76,525,37.5,6.6,14.3,4.7,9.4,1.8,4.9,3.2,4.0,0.8,4.1,5.0,5.2,1.9,0.6,3.5,2.6,18.1
Jaden Shackelford,FR,2019-20,G,Alabama,SEC,29,843,137,332,58,114,79,218,82,106,36,94,130,43,15,5,44,46,435,29.1,4.7,11.4,2.0,3.9,2.7,7.5,2.8,3.7,1.2,3.2,4.5,1.5,0.5,0.2,1.5,1.6,15.0
John Petty,JR,2019-20,G,Alabama,SEC,28,937,139,296,54,107,85,189,57,84,38,147,185,72,32,19,71,51,420,33.5,5.0,10.6,1.9,3.8,3.0,6.8,2.0,3.0,1.4,5.3,6.6,2.6,1.1,0.7,2.5,1.8,15.0
Alex Reese,JR,2019-20,F,Alabama,SEC,29,667,94,231,44,72,50,159,31,46,31,106,137,31,13,29,45,52,269,23.0,3.2,8.0,1.5,2.5,1.7,5.5,1.1,1.6,1.1,3.7,4.7,1.1,0.4,1.0,1.6,1.8,9.3
Herb Jones,JR,2019-20,F,Alabama,SEC,25,662,74,153,73,139,1,14,61,96,49,113,162,60,31,19,49,88,210,26.5,3.0,6.1,2.9,5.6,0.0,0.6,2.4,3.8,2.0,4.5,6.5,2.4,1.2,0.8,2.0,3.5,8.4
James Bolden,SR,2019-20,G,Alabama,SEC,25,538,61,183,26,77,35,106,46,55,21,35,56,31,14,4,36,82,203,21.5,2.4,7.3,1.0,3.1,1.4,4.2,1.8,2.2,0.8,1.4,2.2,1.2,0.6,0.2,1.4,3.3,8.1
Jarron Cumberland,SR,2019-20,G,Cincinnati,AAC,26,839,111,289,68,151,43,138,134,179,15,81,96,126,28,16,97,57,399,32.3,4.3,11.1,2.6,5.8,1.7,5.3,5.2,6.9,0.6,3.1,3.7,4.8,1.1,0.6,3.7,2.2,15.3
Keith Williams,JR,2019-20,G,Cincinnati,AAC,28,800,119,285,95,213,24,72,76,96,41,93,134,45,33,25,49,79,338,28.6,4.3,10.2,3.4,7.6,0.9,2.6,2.7,3.4,1.5,3.3,4.8,1.6,1.2,0.9,1.8,2.8,12.1
Chris Vogt,JR,2019-20,C,Cincinnati,AAC,28,818,132,204,132,204,0,0,56,97,74,96,170,23,10,45,47,88,320,29.2,4.7,7.3,4.7,7.3,0.0,0.0,2.0,3.5,2.6,3.4,6.1,0.8,0.4,1.6,1.7,3.1,11.4
Tre Scott,SR,2019-20,F,Cincinnati,AAC,28,936,127,256,111,202,16,54,46,74,80,213,293,60,44,24,60,51,316,33.4,4.5,9.1,4.0,7.2,0.6,1.9,1.6,2.6,2.9,7.6,10.5,2.1,1.6,0.9,2.1,1.8,11.3
Jaevin Cumberland,SR,2019-20,G,Cincinnati,AAC,28,605,80,220,19,45,61,175,29,43,5,37,42,38,12,2,31,38,250,21.6,2.9,7.9,0.7,1.6,2.2,6.3,1.0,1.5,0.2,1.3,1.5,1.4,0.4,0.1,1.1,1.4,8.9
Mika Adams-Woods,FR,2019-20,G,Cincinnati,AAC,27,582,46,105,25,50,21,55,26,33,8,54,62,42,17,6,30,54,139,21.6,1.7,3.9,0.9,1.9,0.8,2.0,1.0,1.2,0.3,2.0,2.3,1.6,0.6,0.2,1.1,2.0,5.1
Alpha Diallo,SR,2019-20,G,Providence,Big East,29,944,139,343,111,251,28,92,88,143,97,132,229,69,48,28,87,77,394,32.6,4.8,11.8,3.8,8.7,1.0,3.2,3.0,4.9,3.3,4.6,7.9,2.4,1.7,1.0,3.0,2.7,13.6
David Duke,SO,2019-20,G,Providence,Big East,29,927,106,267,68,176,38,91,90,113,23,102,125,95,40,10,65,86,340,32.0,3.7,9.2,2.3,6.1,1.3,3.1,3.1,3.9,0.8,3.5,4.3,3.3,1.4,0.3,2.2,3.0,11.7
Luwane Pipkins,SR,2019-20,G,Providence,Big East,29,758,90,253,36,86,54,167,67,74,11,73,84,83,32,2,57,52,301,26.1,3.1,8.7,1.2,3.0,1.9,5.8,2.3,2.6,0.4,2.5,2.9,2.9,1.1,0.1,2.0,1.8,10.4
Maliek White,SR,2019-20,G,Providence,Big East,29,771,78,227,48,113,30,114,46,64,6,53,59,75,30,2,55,62,232,26.6,2.7,7.8,1.7,3.9,1.0,3.9,1.6,2.2,0.2,1.8,2.0,2.6,1.0,0.1,1.9,2.1,8.0
A.J. Reeves,SO,2019-20,G,Providence,Big East,26,550,62,171,29,70,33,101,23,34,19,58,77,29,22,6,32,42,180,21.2,2.4,6.6,1.1,2.7,1.3,3.9,0.9,1.3,0.7,2.2,3.0,1.1,0.8,0.2,1.2,1.6,6.9
Mamadi Diakite,SR,2019-20,F,Virginia,ACC,28,917,137,287,117,234,20,53,87,115,45,140,185,16,22,35,60,55,381,32.8,4.9,10.3,4.2,8.4,0.7,1.9,3.1,4.1,1.6,5.0,6.6,0.6,0.8,1.3,2.1,2.0,13.6
Kihei Clark,SO,2019-20,G,Virginia,ACC,28,1047,98,260,65,169,33,91,70,81,11,108,119,168,34,3,99,49,299,37.4,3.5,9.3,2.3,6.0,1.2,3.3,2.5,2.9,0.4,3.9,4.3,6.0,1.2,0.1,3.5,1.8,10.7
Braxton Key,SR,2019-20,G,Virginia,ACC,25,832,97,220,85,159,12,61,49,83,44,140,184,43,32,15,46,42,255,33.3,3.9,8.8,3.4,6.4,0.5,2.4,2.0,3.3,1.8,5.6,7.4,1.7,1.3,0.6,1.8,1.7,10.2
Jay Huff,JR,2019-20,F,Virginia,ACC,28,680,95,163,80,119,15,44,23,45,55,117,172,23,10,59,30,69,228,24.3,3.4,5.8,2.9,4.3,0.5,1.6,0.8,1.6,2.0,4.2,6.1,0.8,0.4,2.1,1.1,2.5,8.1
Thomas Woldetensae,JR,2019-20,G,Virginia,ACC,27,717,64,177,13,40,51,137,8,9,4,56,60,31,18,7,29,50,187,26.6,2.4,6.6,0.5,1.5,1.9,5.1,0.3,0.3,0.1,2.1,2.2,1.1,0.7,0.3,1.1,1.9,6.9
Casey Morsell,FR,2019-20,G,Virginia,ACC,28,631,45,163,30,79,15,84,12,14,8,43,51,22,17,4,23,48,117,22.5,1.6,5.8,1.1,2.8,0.5,3.0,0.4,0.5,0.3,1.5,1.8,0.8,0.6,0.1,0.8,1.7,4.2
Kody Stattmann,SO,2019-20,G,Virginia,ACC,22,486,32,96,19,45,13,51,6,9,10,46,56,16,8,10,20,22,83,22.1,1.5,4.4,0.9,2.0,0.6,2.3,0.3,0.4,0.5,2.1,2.5,0.7,0.4,0.5,0.9,1.0,3.8
Breein Tyree,SR,2019-20,G,Mississippi,SEC,28,956,183,428,123,264,60,164,136,167,9,92,101,71,36,3,65,60,562,34.1,6.5,15.3,4.4,9.4,2.1,5.9,4.9,6.0,0.3,3.3,3.6,2.5,1.3,0.1,2.3,2.1,20.1
Devontae Shuler,JR,2019-20,G,Mississippi,SEC,29,961,119,283,76,167,43,116,56,86,21,117,138,101,50,8,56,55,337,33.1,4.1,9.8,2.6,5.8,1.5,4.0,1.9,3.0,0.7,4.0,4.8,3.5,1.7,0.3,1.9,1.9,11.6
KJ Buffen,SO,2019-20,F,Mississippi,SEC,29,831,112,217,108,197,4,20,65,94,58,114,172,46,43,26,44,90,293,28.7,3.9,7.5,3.7,6.8,0.1,0.7,2.2,3.2,2.0,3.9,5.9,1.6,1.5,0.9,1.5,3.1,10.1
Blake Hinson,SO,2019-20,G,Mississippi,SEC,25,785,88,216,47,94,41,122,40,57,31,88,119,38,15,8,57,77,257,31.4,3.5,8.6,1.9,3.8,1.6,4.9,1.6,2.3,1.2,3.5,4.8,1.5,0.6,0.3,2.3,3.1,10.3
Khadim Sy,JR,2019-20,F,Mississippi,SEC,28,660,96,188,89,163,7,25,54,76,45,111,156,21,17,20,47,102,253,23.6,3.4,6.7,3.2,5.8,0.3,0.9,1.9,2.7,1.6,4.0,5.6,0.8,0.6,0.7,1.7,3.6,9.0
Luis Rodriguez,SO,2019-20,G,Mississippi,SEC,5,112,9,24,9,17,0,7,11,16,11,15,26,13,5,2,3,5,29,22.4,1.8,4.8,1.8,3.4,0.0,1.4,2.2,3.2,2.2,3.0,5.2,2.6,1.0,0.4,0.6,1.0,5.8
Isaiah Stewart,FR,2019-20,F,Washington,Pac-12,29,930,170,306,166,287,4,19,140,184,79,171,250,26,13,61,66,77,484,32.1,5.9,10.6,5.7,9.9,0.1,0.7,4.8,6.3,2.7,5.9,8.6,0.9,0.4,2.1,2.3,2.7,16.7
Nahziah Carter,JR,2019-20,G,Washington,Pac-12,29,911,132,299,92,191,40,108,56,92,32,116,148,44,43,25,67,85,360,31.4,4.6,10.3,3.2,6.6,1.4,3.7,1.9,3.2,1.1,4.0,5.1,1.5,1.5,0.9,2.3,2.9,12.4
Jaden McDaniels,FR,2019-20,F,Washington,Pac-12,28,866,121,300,83,188,38,112,76,101,28,135,163,58,20,38,92,95,356,30.9,4.3,10.7,3.0,6.7,1.4,4.0,2.7,3.6,1.0,4.8,5.8,2.1,0.7,1.4,3.3,3.4,12.7
Quade Green,SO,2019-20,G,Washington,Pac-12,15,456,56,109,35,62,21,47,41,49,10,29,39,79,16,0,35,22,174,30.4,3.7,7.3,2.3,4.1,1.4,3.1,2.7,3.3,0.7,1.9,2.6,5.3,1.1,0.0,2.3,1.5,11.6
Hameir Wright,JR,2019-20,F,Washington,Pac-12,28,752,46,135,11,33,35,102,34,54,26,92,118,51,23,26,54,79,161,26.9,1.6,4.8,0.4,1.2,1.3,3.6,1.2,1.9,0.9,3.3,4.2,1.8,0.8,0.9,1.9,2.8,5.8
Jamal Bey,SO,2019-20,G,Washington,Pac-12,29,698,53,143,36,75,17,68,33,49,14,57,71,31,43,8,33,44,156,24.1,1.8,4.9,1.2,2.6,0.6,2.3,1.1,1.7,0.5,2.0,2.4,1.1,1.5,0.3,1.1,1.5,5.4
Marcus Tsohonis,FR,2019-20,G,Washington,Pac-12,15,353,42,100,24,58,18,42,10,18,8,17,25,33,9,3,23,13,112,23.5,2.8,6.7,1.6,3.9,1.2,2.8,0.7,1.2,0.5,1.1,1.7,2.2,0.6,0.2,1.5,0.9,7.5
Precious Achiuwa,FR,2019-20,F,Memphis,AAC,29,868,169,338,158,303,11,35,101,173,85,218,303,27,32,54,85,70,450,29.9,5.8,11.7,5.4,10.4,0.4,1.2,3.5,6.0,2.9,7.5,10.4,0.9,1.1,1.9,2.9,2.4,15.5
Lester Quinones,FR,2019-20,G,Memphis,AAC,24,697,70,173,37,70,33,103,83,103,19,67,86,54,15,3,53,56,256,29.0,2.9,7.2,1.5,2.9,1.4,4.3,3.5,4.3,0.8,2.8,3.6,2.3,0.6,0.1,2.2,2.3,10.7
Tyler Harris,SO,2019-20,G,Memphis,AAC,29,592,79,217,25,66,54,151,36,42,5,44,49,20,14,1,41,38,248,20.4,2.7,7.5,0.9,2.3,1.9,5.2,1.2,1.4,0.2,1.5,1.7,0.7,0.5,0.0,1.4,1.3,8.6
Boogie Ellis,FR,2019-20,G,Memphis,AAC,29,702,74,216,39,112,35,104,57,83,12,82,94,41,36,4,41,65,240,24.2,2.6,7.4,1.3,3.9,1.2,3.6,2.0,2.9,0.4,2.8,3.2,1.4,1.2,0.1,1.4,2.2,8.3
D.J. Jeffries,FR,2019-20,F,Memphis,AAC,19,514,82,160,66,119,16,41,26,35,19,63,82,28,14,21,33,50,206,27.1,4.3,8.4,3.5,6.3,0.8,2.2,1.4,1.8,1.0,3.3,4.3,1.5,0.7,1.1,1.7,2.6,10.8
Alex Lomax,SO,2019-20,G,Memphis,AAC,29,694,65,143,57,124,8,19,58,77,24,79,103,123,46,10,72,62,196,23.9,2.2,4.9,2.0,4.3,0.3,0.7,2.0,2.7,0.8,2.7,3.6,4.2,1.6,0.3,2.5,2.1,6.8
Damion Baugh,FR,2019-20,G,Memphis,AAC,29,616,49,110,44,93,5,17,23,41,25,82,107,85,35,8,65,71,126,21.2,1.7,3.8,1.5,3.2,0.2,0.6,0.8,1.4,0.9,2.8,3.7,2.9,1.2,0.3,2.2,2.4,4.3
James Wiseman,FR,2019-20,C,Memphis,AAC,3,69,20,26,20,25,0,1,19,27,13,19,32,1,1,9,3,5,59,23.0,6.7,8.7,6.7,8.3,0.0,0.3,6.3,9.0,4.3,6.3,10.7,0.3,0.3,3.0,1.0,1.7,19.7
Elijah Hughes,JR,2019-20,F,Syracuse,ACC,29,1078,175,415,105,210,70,205,126,155,12,134,146,106,34,25,68,50,546,37.2,6.0,14.3,3.6,7.2,2.4,7.1,4.3,5.3,0.4,4.6,5.0,3.7,1.2,0.9,2.3,1.7,18.8
Buddy Boeheim,SO,2019-20,G,Syracuse,ACC,29,1025,162,397,72,160,90,237,27,37,12,45,57,62,27,5,43,47,441,35.3,5.6,13.7,2.5,5.5,3.1,8.2,0.9,1.3,0.4,1.6,2.0,2.1,0.9,0.2,1.5,1.6,15.2
Joseph Girard III,FR,2019-20,G,Syracuse,ACC,29,954,115,323,49,124,66,199,80,89,5,81,86,99,45,3,59,45,376,32.9,4.0,11.1,1.7,4.3,2.3,6.9,2.8,3.1,0.2,2.8,3.0,3.4,1.6,0.1,2.0,1.6,13.0
Marek Dolezaj,JR,2019-20,F,Syracuse,ACC,29,962,96,190,95,184,1,6,103,138,70,121,191,81,31,26,55,98,296,33.2,3.3,6.6,3.3,6.3,0.0,0.2,3.6,4.8,2.4,4.2,6.6,2.8,1.1,0.9,1.9,3.4,10.2
Quincy Guerrier,FR,2019-20,F,Syracuse,ACC,29,585,70,138,67,115,3,23,60,94,50,103,153,18,13,22,41,76,203,20.2,2.4,4.8,2.3,4.0,0.1,0.8,2.1,3.2,1.7,3.6,5.3,0.6,0.4,0.8,1.4,2.6,7.0
Bourama Sidibe,JR,2019-20,F,Syracuse,ACC,29,680,72,103,72,103,0,0,26,49,72,135,207,4,35,39,26,119,170,23.4,2.5,3.6,2.5,3.6,0.0,0.0,0.9,1.7,2.5,4.7,7.1,0.1,1.2,1.3,0.9,4.1,5.9
Onyeka Okongwu,FR,2019-20,F,Southern California,Pac-12,27,824,167,272,166,268,1,4,103,141,88,148,236,28,32,74,52,71,438,30.5,6.2,10.1,6.1,9.9,0.0,0.1,3.8,5.2,3.3,5.5,8.7,1.0,1.2,2.7,1.9,2.6,16.2
Jonah Mathews,SR,2019-20,G,Southern California,Pac-12,30,959,130,332,66,160,64,172,73,96,9,64,73,58,41,5,45,72,397,32.0,4.3,11.1,2.2,5.3,2.1,5.7,2.4,3.2,0.3,2.1,2.4,1.9,1.4,0.2,1.5,2.4,13.2
Nick Rakocevic,SR,2019-20,F,Southern California,Pac-12,30,816,124,266,115,245,9,21,64,101,79,172,251,47,37,29,56,81,321,27.2,4.1,8.9,3.8,8.2,0.3,0.7,2.1,3.4,2.6,5.7,8.4,1.6,1.2,1.0,1.9,2.7,10.7
